TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,PreviousTransactionDate,ip_loc,location_loc,location_lat,location_lon,ip_lat,ip_lon,distance_loc_ip,large_divergence,TimeSinceLastTransaction,Fraud,KMeans_Cluster,KMeans_Distance,KMeans_Fraud,ZScore_Fraud,IsoForest_Score,IsoForest_Fraud,LogReg_Fraud
TX000447,AC00122,21.4,2023-12-26 16:07:28,Debit,Fresno,D000537,198.166.198.233,M027,Branch,34,Engineer,258,1,2024-11-04 08:11:40,"51.0501,-114.0853","36.7468,-119.7725",36.7468,-119.7725,51.0501,-114.0853,1652.3577991440593,False,-27101052.0,False,3,2.4824965839010913,False,False,0.05029703129878671,False,False
TX000448,AC00072,73.28,2023-03-10 17:33:12,Debit,Boston,D000137,206.84.69.39,M096,Branch,21,Student,21,1,2024-11-04 08:10:57,"38.8951,-77.0364","42.3611,-71.0570",42.3611,-71.057,38.8951,-77.0364,635.3890770440223,False,-52238265.0,False,0,2.8234321843666135,False,False,0.07349035991681785,False,False
TX000449,AC00093,70.23,2023-09-13 16:18:07,Debit,Memphis,D000293,146.47.189.38,M066,ATM,38,Doctor,260,1,2024-11-04 08:07:16,"42.7433,-87.8053","35.1495,-90.0489",35.1495,-90.0489,42.7433,-87.8053,865.0749202699957,False,-36085749.0,False,3,1.7405529513125704,False,False,0.12334293550616005,False,False
TX000450,AC00407,689.29,2023-01-06 17:30:07,Debit,El Paso,D000286,166.41.54.117,M034,ATM,22,Student,100,1,2024-11-04 08:07:49,"38.9318,-77.3527","31.7725,-106.4609",31.7725,-106.4609,38.9318,-77.3527,2749.0156628126124,False,-57681462.0,False,1,2.668298919741787,False,False,0.1003812038525218,False,False
TX000451,AC00495,745.03,2023-08-03 17:42:02,Debit,Fort Worth,D000031,30.92.249.132,M075,Online,28,Student,231,1,2024-11-04 08:09:15,"37.2242,-95.7083","32.7687,-97.3093",32.7687,-97.3093,37.2242,-95.7083,515.4261554856876,False,-39623233.0,False,1,2.428986341664314,False,False,0.10205285789300372,False,False
TX000452,AC00119,54.61,2023-12-04 16:10:04,Debit,Milwaukee,D000079,39.163.103.27,M043,ATM,58,Engineer,160,1,2024-11-04 08:07:19,"31.2222,121.4581","43.0389,-87.9064",43.0389,-87.9064,31.2222,121.4581,11254.862097720643,True,-29001435.0,False,4,2.4858735961314378,False,False,0.09775292871764674,False,False
TX000453,AC00271,54.05,2023-04-25 16:53:22,Debit,Louisville,D000373,167.104.180.235,M008,Branch,27,Student,146,1,2024-11-04 08:11:34,"39.9559,-85.9601","38.3287,-85.7647",38.3287,-85.7647,39.9559,-85.9601,181.436801941031,False,-48266292.0,False,0,1.9590320013010778,False,False,0.12660167069944778,False,False
TX000454,AC00235,107.47,2023-04-12 17:39:29,Debit,Austin,D000606,59.208.79.116,M037,Online,67,Retired,144,1,2024-11-04 08:12:09,"39.9075,116.3972","30.2666,-97.7333",30.2666,-97.7333,39.9075,116.3972,11476.355867004737,True,-49386760.0,False,4,2.3981424439383145,False,False,0.09967533691662017,False,False
TX000455,AC00264,611.11,2023-10-18 18:32:31,Debit,Detroit,D000215,141.201.46.191,M045,ATM,20,Student,282,4,2024-11-04 08:11:12,"47.9000,13.1333","42.3314,-83.0457",42.3314,-83.0457,47.9,13.1333,7079.473408819622,False,-33053921.0,True,2,3.493713387277491,False,True,-0.005896824152047286,True,True
TX000456,AC00307,219.63,2023-11-10 16:06:27,Debit,Charlotte,D000220,146.47.189.38,M002,ATM,48,Doctor,44,1,2024-11-04 08:07:29,"42.7433,-87.8053","35.2270,-80.8431",35.227,-80.8431,42.7433,-87.8053,1028.8015649057452,False,-31075262.0,False,0,1.7620063861832198,False,False,0.13023258552358202,False,False
TX000457,AC00434,188.7,2023-02-10 16:01:04,Debit,New York,D000501,55.139.104.163,M099,Branch,54,Retired,123,1,2024-11-04 08:09:59,"39.9539,-82.9301","43.0000,-75.0000",43.0,-75.0,39.9539,-82.9301,743.3240532987182,False,-54662935.0,False,0,2.414055772848294,False,False,0.11331106466103003,False,False
TX000458,AC00290,93.52,2023-08-14 17:41:24,Debit,Philadelphia,D000430,190.251.45.32,M011,Online,51,Engineer,97,1,2024-11-04 08:08:04,"3.4372,-76.5225","39.9525,-75.1652",39.9525,-75.1652,3.4372,-76.5225,4046.499302793676,False,-38672800.0,False,0,2.444285848163667,False,False,0.10162818301938104,False,False
TX000459,AC00021,275.92,2023-09-18 18:47:52,Credit,Nashville,D000315,112.196.12.19,M042,Branch,62,Retired,107,1,2024-11-04 08:07:39,"30.9120,75.8538","36.1744,-86.7679",36.1744,-86.7679,30.912,75.8538,12360.751570444438,True,-35644787.0,False,4,1.5061700438982166,False,False,0.1325357167718237,False,False
TX000460,AC00499,376.79,2023-01-30 17:47:18,Debit,Milwaukee,D000242,143.212.47.226,M039,Branch,68,Retired,265,1,2024-11-04 08:08:44,"39.9539,-82.9301","43.0389,-87.9064",43.0389,-87.9064,39.9539,-82.9301,538.3953191758945,False,-55606886.0,False,3,3.0915244783154527,False,False,0.07185015755990837,False,False
TX000461,AC00148,8.98,2023-08-21 16:07:13,Debit,Detroit,D000229,188.225.207.71,M063,Online,66,Retired,56,1,2024-11-04 08:10:53,"31.5294,35.0938","42.3314,-83.0457",42.3314,-83.0457,31.5294,35.0938,9678.095812214711,True,-38073820.0,False,4,2.4671703244149534,False,False,0.10164538827486219,False,False
TX000462,AC00200,697.32,2023-05-11 16:30:04,Debit,Atlanta,D000277,163.58.140.206,M080,Online,68,Retired,91,1,2024-11-04 08:11:18,"35.4333,139.6500","33.7537,-84.3863",33.7537,-84.3863,35.4333,139.65,11085.330051951594,True,-46885274.0,False,4,2.537601337332337,False,False,0.10958562816983192,False,False
TX000463,AC00074,17.45,2023-09-13 16:41:19,Debit,Omaha,D000630,28.149.72.129,M059,ATM,18,Student,88,1,2024-11-04 08:09:39,"39.9690,-83.0114","41.2571,-95.9951",41.2571,-95.9951,39.969,-83.0114,1106.9568466287224,False,-36084500.0,False,0,2.2607007020846956,False,False,0.11541029606958292,False,False
TX000464,AC00417,302.16,2023-10-18 17:47:52,Debit,Kansas City,D000123,84.237.126.96,M014,Online,80,Retired,138,5,2024-11-04 08:07:38,"55.0415,82.9346","39.0997,-94.5783",39.0997,-94.5783,55.0415,82.9346,9569.827284742998,True,-33056386.0,True,2,3.328928073666359,False,True,-0.034072597276856076,True,True
TX000465,AC00182,442.74,2023-10-16 17:47:41,Debit,San Diego,D000563,141.241.241.128,M019,Branch,23,Student,136,1,2024-11-04 08:09:45,"51.4119,-0.2842","32.7157,-117.1610",32.7157,-117.161,51.4119,-0.2842,8841.19228321687,True,-33229324.0,False,3,2.557425370546926,False,False,0.10539678448664302,False,False
TX000466,AC00177,623.9,2023-08-08 17:44:21,Debit,San Jose,D000162,206.84.69.39,M005,ATM,27,Student,249,1,2024-11-04 08:10:15,"38.8951,-77.0364","37.3354,-121.8930",37.3354,-121.893,38.8951,-77.0364,3897.5326908553475,False,-39191154.0,False,3,2.2900711830993865,False,False,0.08861580358209664,False,False
TX000467,AC00063,445.41,2023-11-20 16:27:31,Debit,Fresno,D000039,185.23.87.107,M015,ATM,35,Doctor,235,3,2024-11-04 08:08:08,"45.5037,11.4120","36.7468,-119.7725",36.7468,-119.7725,45.5037,11.412,9667.878173606447,True,-30210037.0,True,2,3.273963953922115,False,True,0.03965290276977529,False,True
TX000468,AC00300,63.41,2023-11-24 17:29:06,Debit,Fort Worth,D000116,141.241.241.128,M035,ATM,26,Student,36,1,2024-11-04 08:07:15,"51.4119,-0.2842","32.7687,-97.3093",32.7687,-97.3093,51.4119,-0.2842,7686.314890402201,True,-29860689.0,False,0,2.563895879494208,False,False,0.11223785101910766,False,False
TX000469,AC00218,346.85,2023-11-03 18:33:50,Debit,Kansas City,D000128,13.149.61.4,M025,ATM,44,Doctor,88,1,2024-11-04 08:10:25,"41.1176,-73.4079","39.0997,-94.5783",39.0997,-94.5783,41.1176,-73.4079,1814.2567010763792,False,-31671395.0,False,0,1.5230647582759644,False,False,0.14952040587420656,False,False
TX000470,AC00036,71.95,2023-02-13 16:39:52,Credit,Omaha,D000410,162.58.247.55,M100,Online,59,Engineer,53,1,2024-11-04 08:06:23,"35.4676,-97.5164","41.2571,-95.9951",41.2571,-95.9951,35.4676,-97.5164,656.231721148029,False,-54401191.0,False,0,1.9890496882467497,False,False,0.10832380624965265,False,False
TX000471,AC00371,7.5,2023-02-17 16:08:54,Debit,Dallas,D000181,203.197.235.35,M054,Online,63,Retired,36,1,2024-11-04 08:11:28,"28.6214,77.2148","32.7791,-96.8088",32.7791,-96.8088,28.6214,77.2148,13179.341090651506,True,-54057754.0,False,4,2.418331837927855,False,False,0.07868319742549618,False,False
TX000472,AC00398,206.46,2023-11-27 18:26:02,Debit,Virginia Beach,D000620,110.150.1.201,M013,ATM,65,Retired,279,1,2024-11-04 08:06:44,"-33.8678,151.2073","36.8631,-76.0157",36.8631,-76.0157,-33.8678,151.2073,15763.936146428929,True,-29598042.0,True,4,4.365208947199893,True,True,-0.03726647545639539,True,True
TX000473,AC00213,423.11,2023-07-25 18:41:02,Debit,Columbus,D000113,64.57.44.102,M055,ATM,60,Engineer,47,1,2024-11-04 08:10:58,"38.8339,-104.8214","39.9833,-82.9833",39.9833,-82.9833,38.8339,-104.8214,1880.4413720812195,False,-40397396.0,False,0,1.6336531821408091,False,False,0.13507502885840078,False,False
TX000474,AC00464,35.84,2023-03-28 17:23:54,Credit,Colorado Springs,D000422,35.73.67.98,M013,Online,54,Retired,172,1,2024-11-04 08:10:57,"35.6895,139.6917","38.8590,-104.8134",38.859,-104.8134,35.6895,139.6917,9430.373568016586,True,-50683623.0,False,4,2.011728386764658,False,False,0.12025187636638623,False,False
TX000475,AC00219,88.6,2023-02-14 17:01:44,Credit,Raleigh,D000403,170.54.231.239,M054,Branch,28,Student,105,1,2024-11-04 08:08:47,"41.6730,-93.6977","35.7877,-78.6442",35.7877,-78.6442,41.673,-93.6977,1460.1155926730314,False,-54313623.0,False,0,2.0435541230851846,False,False,0.13945793537335793,False,False
TX000476,AC00464,1431.3,2023-09-04 18:46:40,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,18,Student,168,1,2024-11-04 08:11:20,"39.9690,-83.0114","35.4819,-97.5084",35.4819,-97.5084,39.969,-83.0114,1369.6012700627223,False,-36854680.0,True,1,2.6485829038548903,False,True,0.045862657021289,False,True
TX000477,AC00442,53.81,2023-10-16 16:55:44,Credit,Raleigh,D000663,34.86.220.205,M079,ATM,55,Engineer,37,2,2024-11-04 08:12:05,"38.8951,-77.0364","35.7877,-78.6442",35.7877,-78.6442,38.8951,-77.0364,373.12255711353424,False,-33232581.0,False,0,2.4870286674510753,False,False,0.08773011607943715,False,False
TX000478,AC00054,22.46,2023-05-17 16:03:51,Debit,New York,D000602,147.119.62.178,M087,Online,54,Retired,78,1,2024-11-04 08:07:46,"53.2340,-1.4462","43.0000,-75.0000",43.0,-75.0,53.234,-1.4462,5342.611374182044,False,-46368235.0,False,0,2.212268672489679,False,False,0.09641172414389804,False,False
TX000479,AC00392,334.89,2023-07-20 18:23:13,Debit,Fort Worth,D000697,32.13.122.242,M040,Online,21,Student,260,1,2024-11-04 08:08:44,"40.7143,-74.0060","32.7687,-97.3093",32.7687,-97.3093,40.7143,-74.006,2251.440959238706,False,-40830331.0,False,3,1.9390783681074095,False,False,0.12123812861094674,False,False
TX000480,AC00350,319.27,2023-07-20 16:58:05,Credit,Omaha,D000457,214.67.148.245,M068,Online,54,Retired,59,1,2024-11-04 08:06:35,"39.9690,-83.0114","41.2571,-95.9951",41.2571,-95.9951,39.969,-83.0114,1106.9568466287224,False,-40835310.0,False,0,1.3511291018116947,False,False,0.14947959917561537,False,False
TX000481,AC00306,144.3,2023-12-08 17:24:44,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,18,Student,88,1,2024-11-04 08:10:39,"55.5523,37.7088","35.4819,-97.5084",35.4819,-97.5084,55.5523,37.7088,9059.804003753181,True,-28651555.0,False,3,2.9223883463284643,False,False,0.1059286383221093,False,False
TX000482,AC00229,348.7,2023-05-02 17:13:45,Credit,Fresno,D000175,142.184.68.230,M067,Branch,69,Retired,149,1,2024-11-04 08:06:58,"45.5088,-73.5878","36.7468,-119.7725",36.7468,-119.7725,45.5088,-73.5878,3940.6790380345865,False,-47659993.0,False,3,2.223217342634565,False,False,0.12758812212813364,False,False
TX000483,AC00148,366.21,2023-01-12 17:57:06,Debit,Oklahoma City,D000483,210.160.90.52,M052,ATM,62,Doctor,181,1,2024-11-04 08:11:36,"35.6588,139.9006","35.4819,-97.5084",35.4819,-97.5084,35.6588,139.9006,10143.950586201488,True,-57161670.0,False,4,2.4217866841297258,False,False,0.09058387669842827,False,False
TX000484,AC00305,99.11,2023-05-01 16:58:41,Debit,Philadelphia,D000195,42.219.228.159,M015,Online,55,Retired,12,1,2024-11-04 08:09:35,"39.9122,116.3561","39.9525,-75.1652",39.9525,-75.1652,39.9122,116.3561,11083.222036381865,True,-47747454.0,False,4,2.5826247272058613,False,False,0.10756467809303077,False,False
TX000485,AC00329,539.35,2023-05-22 17:34:50,Debit,Milwaukee,D000051,216.32.4.105,M002,ATM,55,Retired,127,1,2024-11-04 08:11:49,"47.6062,-122.3321","43.0389,-87.9064",43.0389,-87.9064,47.6062,-122.3321,2723.035545626662,False,-45931019.0,False,0,2.1652366439119644,False,False,0.11907645817869683,False,False
TX000486,AC00400,188.99,2023-06-08 16:43:06,Debit,Oklahoma City,D000551,200.136.146.93,M065,Branch,58,Engineer,92,1,2024-11-04 08:07:32,"-23.5475,-46.6361","35.4819,-97.5084",35.4819,-97.5084,-23.5475,-46.6361,8449.952563408515,True,-44465066.0,False,4,2.8394576708481414,False,False,0.08954154985469254,False,False
TX000487,AC00148,1416.69,2023-01-16 17:00:11,Debit,Nashville,D000418,219.98.242.240,M015,ATM,46,Engineer,58,1,2024-11-04 08:11:35,"35.9081,139.6566","36.1744,-86.7679",36.1744,-86.7679,35.9081,139.6566,10697.373807748676,True,-56819484.0,True,1,3.483954494807539,False,True,0.03509804398572647,False,True
TX000488,AC00128,710.14,2023-03-08 16:20:43,Debit,El Paso,D000667,83.207.115.164,M059,ATM,26,Student,227,1,2024-11-04 08:12:20,"48.8210,2.2772","31.7725,-106.4609",31.7725,-106.4609,48.821,2.2772,8636.745774976085,True,-52415497.0,False,1,2.6791785760173457,False,False,0.09447551906514712,False,False
TX000489,AC00463,308.68,2023-02-27 17:14:10,Debit,Milwaukee,D000391,86.220.59.252,M064,Online,53,Doctor,170,1,2024-11-04 08:10:16,"48.8167,-0.5000","43.0389,-87.9064",43.0389,-87.9064,48.8167,-0.5,6425.778022969021,False,-53189766.0,False,3,2.3337817882964327,False,False,0.12142472441160551,False,False
TX000490,AC00256,166.68,2023-03-27 18:47:56,Debit,Mesa,D000130,187.52.200.18,M008,ATM,57,Retired,139,1,2024-11-04 08:12:19,"-25.4278,-49.2731","33.4245,-111.8332",33.4245,-111.8332,-25.4278,-49.2731,9284.917291347025,True,-50765063.0,False,4,3.24202871968017,False,False,0.07986532674582059,False,False
TX000491,AC00166,0.99,2023-09-13 16:55:14,Debit,Los Angeles,D000503,187.199.178.27,M029,ATM,45,Engineer,133,1,2024-11-04 08:09:12,"41.2563,-95.9404","34.0522,-118.2436",34.0522,-118.2436,41.2563,-95.9404,2116.6306665008233,False,-36083638.0,False,3,1.8951359747412233,False,False,0.13013074810377295,False,False
TX000492,AC00318,505.19,2023-03-14 16:25:04,Debit,Kansas City,D000660,60.89.202.192,M023,ATM,30,Doctor,128,5,2024-11-04 08:10:19,"35.6895,139.6917","39.0997,-94.5783",39.0997,-94.5783,35.6895,139.6917,10030.883231221726,True,-51896715.0,True,2,2.998612276163647,False,True,0.004075787162531874,False,True
TX000493,AC00213,66.58,2023-12-04 17:06:43,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,23,Student,79,1,2024-11-04 08:08:48,"47.6740,-122.1215","35.7877,-78.6442",35.7877,-78.6442,47.674,-122.1215,3792.544092569729,False,-28998125.0,False,0,2.4235603119576843,False,False,0.10492148082020103,False,False
TX000494,AC00075,223.43,2023-02-08 17:59:42,Debit,Dallas,D000095,198.73.211.114,M091,Branch,77,Retired,178,1,2024-11-04 08:09:38,"42.9976,-81.2563","32.7791,-96.8088",32.7791,-96.8088,42.9976,-81.2563,1771.9187547884974,False,-54828596.0,False,0,2.7348631893162016,False,False,0.10242982511915721,False,False
TX000495,AC00498,659.95,2023-09-20 16:59:45,Debit,Detroit,D000665,94.227.164.192,M044,Online,60,Engineer,114,1,2024-11-04 08:06:26,"51.2205,4.4003","42.3314,-83.0457",42.3314,-83.0457,51.2205,4.4003,6348.521000796433,False,-35478401.0,False,1,2.283254170111622,False,False,0.11422699651192236,False,False
TX000496,AC00039,634.86,2023-08-10 16:28:55,Debit,Chicago,D000151,122.94.26.104,M009,ATM,27,Student,45,1,2024-11-04 08:08:00,"32.0617,118.7778","41.8818,-87.6231",41.8818,-87.6231,32.0617,118.7778,11384.07193157481,True,-39022745.0,False,4,2.4531609680095845,False,False,0.10882951539379448,False,False
TX000497,AC00114,286.5,2023-10-23 16:58:04,Credit,Boston,D000602,16.128.130.153,M097,Branch,30,Engineer,60,1,2024-11-04 08:09:17,"47.5413,-122.3129","42.3611,-71.0570",42.3611,-71.057,47.5413,-122.3129,4011.0278915602826,False,-32627473.0,False,0,2.5337617541532316,False,False,0.08547756578597593,False,False
TX000498,AC00326,322.96,2023-11-27 16:21:20,Credit,Philadelphia,D000275,135.29.211.116,M033,Branch,76,Retired,168,1,2024-11-04 08:11:24,"39.7684,-86.1580","39.9525,-75.1652",39.9525,-75.1652,39.7684,-86.158,940.2528617214871,False,-29605804.0,False,0,2.9819020644093626,False,False,0.09543470706006107,False,False
TX000499,AC00450,654.48,2023-08-07 16:37:06,Debit,Columbus,D000277,148.112.151.27,M047,Branch,19,Student,114,1,2024-11-04 08:10:17,"41.0534,-73.5387","39.9833,-82.9833",39.9833,-82.9833,41.0534,-73.5387,808.736679879957,False,-39281591.0,False,1,2.3215053412176982,False,False,0.12477463866004873,False,False
TX000500,AC00325,157.97,2023-06-21 16:00:51,Debit,Philadelphia,D000635,89.237.88.251,M009,Branch,48,Doctor,140,1,2024-11-04 08:10:06,"32.0871,34.8875","39.9525,-75.1652",39.9525,-75.1652,32.0871,34.8875,9271.3855648798,True,-43344555.0,False,4,1.9049578777836085,False,False,0.13775895586766052,False,False
TX000501,AC00433,120.9,2023-07-12 16:17:27,Debit,Tucson,D000195,200.136.146.93,M074,Branch,40,Doctor,52,1,2024-11-04 08:08:19,"-23.5475,-46.6361","32.2534,-110.9117",32.2534,-110.9117,-23.5475,-46.6361,9207.037107554163,True,-41529052.0,False,4,3.1377006566625854,False,False,0.07791862423999635,False,False
TX000502,AC00284,254.77,2023-01-18 16:47:29,Debit,Denver,D000216,16.128.130.153,M031,Branch,57,Engineer,57,1,2024-11-04 08:07:07,"47.5413,-122.3129","39.7420,-104.9915",39.742,-104.9915,47.5413,-122.3129,1638.8572016368971,False,-56647178.0,False,0,2.067228611378793,False,False,0.10073729601062964,False,False
TX000503,AC00103,795.96,2023-09-28 17:53:43,Debit,Raleigh,D000283,54.252.249.33,M014,Online,65,Retired,119,1,2024-11-04 08:08:26,"-33.8678,151.2073","35.7877,-78.6442",35.7877,-78.6442,-33.8678,151.2073,15509.476556317644,True,-34784083.0,True,4,3.90913801137915,False,True,0.0027402977749985125,False,True
TX000504,AC00080,149.25,2023-04-10 16:38:45,Debit,Omaha,D000604,3.77.114.6,M067,ATM,39,Engineer,142,1,2024-11-04 08:07:41,"50.1155,8.6842","41.2571,-95.9951",41.2571,-95.9951,50.1155,8.6842,7518.115450395291,True,-49562936.0,False,3,1.8578634456591787,False,False,0.1389708791265143,False,False
TX000505,AC00052,3.42,2023-09-25 16:14:35,Credit,San Antonio,D000484,151.247.130.190,M092,Online,43,Doctor,158,1,2024-11-04 08:08:48,"29.6103,52.5311","29.4243,-98.4911",29.4243,-98.4911,29.6103,52.5311,12787.752833496099,True,-35049253.0,False,4,2.185632275609055,False,False,0.10378550925317509,False,False
TX000506,AC00095,68.19,2023-03-14 16:07:32,Credit,Fresno,D000589,134.140.85.231,M026,Online,40,Doctor,189,1,2024-11-04 08:07:50,"43.0731,-89.4012","36.7468,-119.7725",36.7468,-119.7725,43.0731,-89.4012,2674.0063410293833,False,-51897618.0,False,3,1.804333423276675,False,False,0.12244855279368327,False,False
TX000507,AC00327,493.42,2023-06-14 17:21:32,Debit,Baltimore,D000474,28.149.72.129,M039,Branch,39,Engineer,111,1,2024-11-04 08:10:01,"39.9690,-83.0114","39.2992,-76.6093",39.2992,-76.6093,39.969,-83.0114,554.4903141918236,False,-43944509.0,False,0,1.8382096391940734,False,False,0.14728044006822483,False,False
TX000508,AC00491,37.57,2023-04-26 18:35:50,Debit,El Paso,D000422,173.135.78.201,M048,ATM,57,Retired,42,1,2024-11-04 08:09:21,"45.5234,-122.6762","31.7725,-106.4609",31.7725,-106.4609,45.5234,-122.6762,2071.11957351566,False,-48173611.0,False,0,1.9022832537683223,False,False,0.11455748922256226,False,False
TX000509,AC00353,127.0,2023-09-15 17:09:41,Credit,Nashville,D000024,154.138.163.229,M015,Branch,19,Student,68,5,2024-11-04 08:10:12,"30.0626,31.2497","36.1744,-86.7679",36.1744,-86.7679,30.0626,31.2497,10235.049337617507,True,-35910031.0,True,2,2.811684172416733,False,True,0.02028683133091791,False,True
TX000510,AC00266,96.89,2023-03-16 16:02:01,Debit,Sacramento,D000295,136.105.231.135,M005,ATM,59,Retired,53,1,2024-11-04 08:11:06,"37.4056,-122.0775","38.5905,-121.4899",38.5905,-121.4899,37.4056,-122.0775,141.28312524956152,False,-51725345.0,False,0,2.4453740128665933,False,False,0.07271232915811998,False,False
TX000511,AC00167,448.33,2023-05-01 16:11:56,Debit,Atlanta,D000452,142.148.226.178,M031,ATM,25,Student,161,1,2024-11-04 08:09:44,"32.7831,-96.8067","33.7537,-84.3863",33.7537,-84.3863,32.7831,-96.8067,1161.4827277415086,False,-47750268.0,False,3,2.2502589956749475,False,False,0.14334452414145843,False,False
TX000512,AC00153,1116.48,2023-09-18 17:44:50,Debit,San Diego,D000633,164.75.163.220,M057,ATM,51,Engineer,55,1,2024-11-04 08:11:35,"-35.2835,149.1281","32.7157,-117.1610",32.7157,-117.161,-35.2835,149.1281,12321.396939223509,True,-35648805.0,True,4,4.527699699087318,True,True,0.010806799248852195,False,True
TX000513,AC00012,8.65,2023-06-05 17:08:37,Debit,Las Vegas,D000309,200.136.146.93,M037,Online,48,Doctor,273,1,2024-11-04 08:09:03,"-23.5475,-46.6361","36.1147,-115.2014",36.1147,-115.2014,-23.5475,-46.6361,9770.210321676072,True,-44722826.0,False,4,3.776751182338455,False,False,0.03217082574925245,False,False
TX000514,AC00469,65.57,2023-04-06 17:24:16,Debit,Miami,D000649,1.198.76.182,M039,Online,41,Engineer,82,1,2024-11-04 08:06:26,"31.2222,121.4581","25.7616,-80.1917",25.7616,-80.1917,31.2222,121.4581,13293.842185473017,True,-49905730.0,False,4,2.984452131686445,False,False,0.08196273047483593,False,False
TX000515,AC00127,539.81,2023-02-21 16:14:16,Debit,San Francisco,D000632,51.196.87.214,M064,Online,46,Engineer,177,1,2024-11-04 08:09:05,"39.3061,-102.2694","37.7739,-122.4312",37.7739,-122.4312,39.3061,-102.2694,1762.325055985574,False,-53711689.0,False,3,2.411131376191566,False,False,0.10376299077280515,False,False
TX000516,AC00480,363.53,2023-01-18 17:03:54,Debit,Kansas City,D000131,134.140.85.231,M068,ATM,63,Retired,142,1,2024-11-04 08:10:57,"43.0731,-89.4012","39.0997,-94.5783",39.0997,-94.5783,43.0731,-89.4012,619.3900801432925,False,-56646423.0,False,0,2.2168132148430986,False,False,0.12331436306097343,False,False
TX000517,AC00092,64.9,2023-02-14 16:23:39,Credit,Detroit,D000165,45.246.89.225,M043,Branch,51,Retired,72,1,2024-11-04 08:10:18,"26.6998,31.6046","42.3314,-83.0457",42.3314,-83.0457,26.6998,31.6046,9854.029759806434,True,-54315999.0,False,4,2.362249451136183,False,False,0.1141622162789192,False,False
TX000518,AC00122,358.18,2023-04-10 16:44:52,Debit,Boston,D000650,100.198.165.4,M028,ATM,18,Student,157,1,2024-11-04 08:07:58,"47.5614,-122.1552","42.3611,-71.0570",42.3611,-71.057,47.5614,-122.1552,3998.9496710797516,False,-49562586.0,False,0,2.960138609575733,False,False,0.08887512949785248,False,False
TX000519,AC00067,167.2,2023-01-18 17:53:37,Debit,San Antonio,D000002,56.67.227.142,M036,Branch,30,Doctor,84,1,2024-11-04 08:06:52,"47.5413,-122.3129","29.4243,-98.4911",29.4243,-98.4911,47.5413,-122.3129,2869.7684641142932,False,-56643195.0,False,0,2.5052447147396553,False,False,0.09945675347606653,False,False
TX000520,AC00014,121.91,2023-06-26 18:39:52,Debit,Chicago,D000264,135.29.211.116,M015,Branch,60,Doctor,133,1,2024-11-04 08:08:59,"39.7684,-86.1580","41.8818,-87.6231",41.8818,-87.6231,39.7684,-86.158,265.23635070077495,False,-42902947.0,False,0,1.8114970717780932,False,False,0.12360362500089311,False,False
TX000521,AC00098,137.57,2023-12-11 17:26:22,Debit,Louisville,D000218,40.10.25.102,M067,Online,54,Engineer,70,1,2024-11-04 08:11:22,"39.7795,-86.1328","38.3287,-85.7647",38.3287,-85.7647,39.7795,-86.1328,164.18373330742136,False,-28392300.0,False,0,1.958676392768817,False,False,0.11462692431197202,False,False
TX000522,AC00345,534.62,2023-12-05 17:51:28,Debit,Oklahoma City,D000354,178.34.103.183,M007,Online,55,Doctor,45,1,2024-11-04 08:06:35,"45.0448,38.9760","35.4819,-97.5084",35.4819,-97.5084,45.0448,38.976,10072.36378874482,True,-28908907.0,False,4,2.535081740285244,False,False,0.11267791140266953,False,False
TX000523,AC00360,463.92,2023-03-13 16:41:12,Debit,Mesa,D000533,199.103.32.145,M010,Online,50,Engineer,199,1,2024-11-04 08:09:14,"38.9313,-121.0819","33.4245,-111.8332",33.4245,-111.8332,38.9313,-121.0819,1031.3694401547289,False,-51982082.0,False,3,2.1798195826646714,False,False,0.1033078217291803,False,False
TX000524,AC00043,320.14,2023-01-31 16:58:42,Debit,Milwaukee,D000141,83.182.211.68,M021,Online,60,Retired,96,1,2024-11-04 08:07:40,"59.4032,17.9448","43.0389,-87.9064",43.0389,-87.9064,59.4032,17.9448,6794.992746005342,False,-55523338.0,False,0,2.6080193343926874,False,False,0.09066655212164115,False,False
TX000525,AC00295,214.93,2023-05-15 17:02:15,Debit,Albuquerque,D000038,23.255.214.209,M038,Online,28,Student,52,1,2024-11-04 08:08:51,"39.0997,-94.5786","35.1067,-106.6291",35.1067,-106.6291,39.0997,-94.5786,1158.016852641219,False,-46537596.0,False,0,1.6407154704067493,False,False,0.15661860480604567,False,False
TX000526,AC00313,660.02,2023-10-12 16:57:36,Debit,Nashville,D000462,77.7.223.184,M053,Branch,20,Student,84,1,2024-11-04 08:08:35,"48.1374,11.5755","36.1744,-86.7679",36.1744,-86.7679,48.1374,11.5755,7670.590125310212,True,-33577859.0,False,1,2.038042628102022,False,False,0.11579107148224688,False,False
TX000527,AC00173,345.81,2023-06-26 16:10:57,Debit,Raleigh,D000417,191.82.103.198,M099,Branch,40,Engineer,135,1,2024-11-04 08:12:14,"-32.8908,-68.8272","35.7877,-78.6442",35.7877,-78.6442,-32.8908,-68.8272,7671.200023277497,True,-42912077.0,True,4,3.488404062886846,False,True,0.09317211506930329,False,True
